place,date,climate/rainfall,climate/vegetation_cover_(ndvi),climate/price_of_water,climate/river_levels/floods,population_movement/displacement_(arrivals),population_movement/displacement_(departures),nutrition/new_admissions_(gam),health/measles_cases,health/awd/cholera_cases,health/malaria_cases,health/awd/cholera_deaths,market/maize_prices,market/sorghum_prices,market/local_goat_prices,market/wage_labor,market/tot_(wage_to_cereals),market/tot_(goat_to_cereals),market/red_rice_prices,market/cost_of_minimum_basket_(cmb),lat,lon,monthly_arrivals
sool/laas_caanood,Jun-2017,0.07,0.2,38750,No Data,-,-,701,17,435,8,No Data,No Data,No Data,1200000,150000,10,77,15500,5219125,8.4000001,47.6379505566447,870
sool/laas_caanood,Jul-2017,0.23,0.16,42500,No Data,8484,707,1568,-,-,-,No Data,No Data,No Data,1125000,150000,10,74,15250,5417250,8.4000001,47.6379505566447,8718
sool/laas_caanood,Aug-2017,1.38,0.14,51250,No Data,612,36,2107,6,11,4,No Data,No Data,No Data,1225000,150000,10,82,15000,5826668,8.4000001,47.6379505566447,605
sool/laas_caanood,Sep-2017,5.88,0.14,47500,No Data,856,709,2107,19,7,16,No Data,No Data,No Data,1237500,150000,10,79,15750,5780125,8.4000001,47.6379505566447,856
sool/laas_caanood,Oct-2017,60.96,0.16,38750,No Data,193,25,1237,16,9,10,No Data,No Data,No Data,1350000,150000,10,87,15500,5756250,8.4000001,47.6379505566447,193
sool/laas_caanood,Nov-2017,6.42,0.2,33750,No Data,312,4007,738,17,7,10,No Data,No Data,No Data,1450000,137500,9,95,15250,5753437.5,8.4000001,47.6379505566447,312
sool/laas_caanood,Dec-2017,0,0.2,53750,No Data,101,-,117,40,12,9,No Data,No Data,No Data,1650000,135000,9,106,15500,6020125,8.4000001,47.6379505566447,132
sool/laas_caanood,Jan-2018,0,0.07,62500,No Data,1975,2846,721,105,-,8,No Data,No Data,No Data,1413750,135000,8,88,16000,6089250,8.4000001,47.6379505566447,1975
sool/laas_caanood,Feb-2018,0,0.14,67500,No Data,9598,9286,1322,189,-,14,No Data,No Data,No Data,1061875,138750,9,66,16000,6218875,8.4000001,47.6379505566447,9343
sool/laas_caanood,Mar-2018,0.78,0.13,71250,No Data,126,156,881,57,-,13,No Data,No Data,No Data,1437500,142500,9,87,16500,6397250,8.4000001,47.6379505566447,126
sool/laas_caanood,Apr-2018,111.82,0.13,37500,No Data,5240,4846,220,15,-,4,No Data,No Data,No Data,1495000,150000,9,88,17000,5649500,8.4000001,47.6379505566447,5240
sool/laas_caanood,May-2018,121.94,0.18,30000,No Data,24528,24741,654,8,-,3,No Data,No Data,No Data,1550000,150000,9,94,16500,5572250,8.4000001,47.6379505566447,24510
sool/laas_caanood,Jun-2018,4.18,0.19,35000,No Data,404,618,309,2,-,4,No Data,No Data,No Data,1437500,150000,9,90,16000,5519375,8.4000001,47.6379505566447,345
sool/laas_caanood,Jul-2018,0.45,0.14,51250,No Data,247,554,103,-,-,5,No Data,No Data,No Data,1587500,150000,9,96,16500,5878125,8.4000001,47.6379505566447,256
sool/laas_caanood,Aug-2018,0.57,0.13,55000,No Data,320,331,507,7,13,2,No Data,No Data,No Data,1582500,150000,9,93,17000,5945875,8.4000001,47.6379505566447,336
sool/laas_caanood,Sep-2018,46.64,0.13,62500,No Data,1994,873,359,2,30,3,No Data,No Data,No Data,1662500,150000,9,98,17000,5983000,8.4000001,47.6379505566447,1994
sool/laas_caanood,Oct-2018,53.44,0.16,37500,No Data,15272,140,647,365,79,61,No Data,No Data,No Data,1755000,150000,8,92,19000,5818375,8.4000001,47.6379505566447,15272
sool/laas_caanood,Nov-2018,1.92,0.19,56250,No Data,271,179,264,2,1,156,No Data,No Data,No Data,1875000,150000,8,94,20000,6157250,8.4000001,47.6379505566447,271
sool/laas_caanood,Dec-2018,0.73,0.15,63750,No Data,1876,1017,302,1,-,-,No Data,No Data,No Data,1850000,150000,8,93,20000,6306750,8.4000001,47.6379505566447,1876
sool/laas_caanood,Jan-2019,0,0.14,72500,No Data,124,11,240,10,-,10,No Data,No Data,No Data,1950000,150000,8,103,19000,6272625,8.4000001,47.6379505566447,179
sool/laas_caanood,Feb-2019,0,0.13,76000,No Data,-,-,262,2,-,10,No Data,No Data,No Data,1700000,150000,8,94,18000,6266281.25,8.4000001,47.6379505566447,849
sool/laas_caanood,Mar-2019,0.11,0.13,90000,No Data,1274,21,317,-,65,-,No Data,No Data,No Data,1762500,176250,9,92,19250,6534500,8.4000001,47.6379505566447,1274
sool/laas_caanood,Apr-2019,4.96,0.13,97500,No Data,704,374,470,7,-,7,No Data,No Data,No Data,1925000,180000,9,96,20000,6602000,8.4000001,47.6379505566447,704
sool/laas_caanood,May-2019,54.7,0.16,47500,No Data,432,152,1365,3,-,7,No Data,No Data,No Data,2000000,180000,9,105,19000,6107000,8.4000001,47.6379505566447,432
sool/laas_caanood,Jun-2019,8.37,0.22,34000,No Data,24,70,335,-,29,5,No Data,No Data,No Data,1912500,190000,10,103,18500,5722375,8.4000001,47.6379505566447,87
sool/laas_caanood,Jul-2019,3.43,0.18,52500,No Data,502,175,-,4,-,2,No Data,No Data,No Data,1800000,200000,11,95,19000,5922500,8.4000001,47.6379505566447,502
sool/laas_caanood,Aug-2019,1.34,0.15,71250,No Data,-,10,284,3,-,-,No Data,No Data,No Data,1712500,200000,10,86,19875,6019312.5,8.4000001,47.6379505566447,0
sool/caynabo,Jan-2016,1.2,0.16,No Data,No Data,-,-,-,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,0
sool/caynabo,Feb-2016,0,0.15,No Data,No Data,-,-,0,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,0
sool/caynabo,Mar-2016,0.05,0.14,No Data,No Data,-,-,353,2,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,0
sool/caynabo,Apr-2016,45.28,0.14,No Data,No Data,-,-,353,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,0
sool/caynabo,May-2016,36.12,0.18,No Data,No Data,-,-,141,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,0
sool/caynabo,Jun-2016,5.65,0.19,No Data,No Data,-,-,206,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,0
sool/caynabo,Jul-2016,0.16,0.15,No Data,No Data,4,-,-,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,0
sool/caynabo,Aug-2016,0.04,0.14,No Data,No Data,10,-,82,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,0
sool/caynabo,Sep-2016,0.88,0.14,No Data,No Data,8,-,319,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,13
sool/caynabo,Oct-2016,16.94,0.14,No Data,No Data,-,-,350,2,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,0
sool/caynabo,Nov-2016,0.2,0.15,No Data,No Data,5,38,113,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,5
sool/caynabo,Dec-2016,0,0.14,No Data,No Data,-,14,142,1,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,0
sool/caynabo,Jan-2017,0,0.14,No Data,No Data,900,12920,321,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,900
sool/caynabo,Feb-2017,0,0.14,No Data,No Data,-,14,646,3,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,0
sool/caynabo,Mar-2017,1.02,0.14,No Data,No Data,6460,9632,8442,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,10875
sool/caynabo,Apr-2017,27.22,0.14,No Data,No Data,11733,14529,278,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,1778
sool/caynabo,May-2017,44.31,0.15,No Data,No Data,396,326,156,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,396
sool/caynabo,Jun-2017,0.01,0.18,No Data,No Data,-,-,204,2,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,677
sool/caynabo,Jul-2017,0,0.15,No Data,No Data,689,375,285,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,981
sool/caynabo,Aug-2017,0,0.14,No Data,No Data,345,23,735,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,1044
sool/caynabo,Sep-2017,4.24,0.14,No Data,No Data,28,23,452,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,96
sool/caynabo,Oct-2017,40.89,0.15,No Data,No Data,7,10,154,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,7
sool/caynabo,Nov-2017,4.95,0.16,No Data,No Data,-,27,214,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,0
sool/caynabo,Dec-2017,0,0.16,No Data,No Data,-,39,16,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,0
sool/caynabo,Jan-2018,0,0.14,No Data,No Data,21,39,439,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,30
sool/caynabo,Feb-2018,0,0.14,No Data,No Data,18,65,316,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,48
sool/caynabo,Mar-2018,2.36,0.13,No Data,No Data,31,38,494,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,31
sool/caynabo,Apr-2018,171.95,0.14,No Data,No Data,-,12,34,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,105
sool/caynabo,May-2018,198.47,0.21,No Data,No Data,38,45,-,3,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,41
sool/caynabo,Jun-2018,21.47,0.22,No Data,No Data,4,7,176,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,8
sool/caynabo,Jul-2018,0.52,0.17,No Data,No Data,73,48,-,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,285
sool/caynabo,Aug-2018,0.82,0.14,No Data,No Data,28,17,17,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,223
sool/caynabo,Sep-2018,112.53,0.15,No Data,No Data,21,9,190,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,137
sool/caynabo,Oct-2018,83.3,0.19,No Data,No Data,78,74,139,3,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,210
sool/caynabo,Nov-2018,8.58,0.2,No Data,No Data,27,21,-,-,-,10,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,77
sool/caynabo,Dec-2018,0.11,0.16,No Data,No Data,221,126,-,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,221
sool/caynabo,Jan-2019,0,0.15,No Data,No Data,124,80,-,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,266
sool/caynabo,Feb-2019,0,0.14,No Data,No Data,112,92,-,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,194
sool/caynabo,Mar-2019,1.47,0.14,No Data,No Data,108,84,96,3,23,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,164
sool/caynabo,Apr-2019,17.41,0.15,No Data,No Data,241,184,59,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,241
sool/caynabo,May-2019,78.26,0.17,No Data,No Data,921,879,51,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,974
sool/caynabo,Jun-2019,20.01,0.22,No Data,No Data,69,56,138,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,69
sool/caynabo,Jul-2019,11.63,0.21,No Data,No Data,184,145,188,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,210
sool/caynabo,Aug-2019,5.2,0.17,No Data,No Data,112,78,4,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.21000005,46.5500979629199,0
sool/taleex,Jan-2016,0,0.14,No Data,No Data,-,-,-,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Feb-2016,0.02,0.13,No Data,No Data,-,-,0,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Mar-2016,0,0.12,No Data,No Data,-,-,216,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Apr-2016,16.08,0.12,No Data,No Data,4,-,0,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,20
sool/taleex,May-2016,33.76,0.15,No Data,No Data,4,-,-,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,300
sool/taleex,Jun-2016,2.35,0.16,No Data,No Data,-,-,-,-,1,4,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Jul-2016,0,0.13,No Data,No Data,2,-,25,-,-,1,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Aug-2016,0,0.12,No Data,No Data,4,-,16,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Sep-2016,0.61,0.13,No Data,No Data,-,-,17,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Oct-2016,12.22,0.13,No Data,No Data,-,-,34,-,1,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Nov-2016,0.06,0.14,No Data,No Data,-,112,8,-,-,1,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Dec-2016,0.01,0.13,No Data,No Data,-,117,18,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Jan-2017,0,0.13,No Data,No Data,-,220,19,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Feb-2017,0,0.13,No Data,No Data,-,758,20,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Mar-2017,0,0.12,No Data,No Data,6999,12483,309,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,6999
sool/taleex,Apr-2017,15.49,0.12,No Data,No Data,7249,13645,159,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,250
sool/taleex,May-2017,39.66,0.13,No Data,No Data,-,989,177,-,86,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Jun-2017,0.24,0.14,No Data,No Data,-,-,40,-,45,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Jul-2017,0.07,0.12,No Data,No Data,-,4667,45,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Aug-2017,0,0.12,No Data,No Data,-,901,16,3,39,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Sep-2017,2.71,0.12,No Data,No Data,-,324,-,2,5,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Oct-2017,52.22,0.13,No Data,No Data,-,49,152,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Nov-2017,0.79,0.14,No Data,No Data,26,70,99,6,-,3,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,26
sool/taleex,Dec-2017,0,0.13,No Data,No Data,-,45,30,1,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Jan-2018,0,0.06,No Data,No Data,720,30,64,2,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,720
sool/taleex,Feb-2018,0,0.12,No Data,No Data,8,377,188,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,8
sool/taleex,Mar-2018,0,0.12,No Data,No Data,-,126,-,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Apr-2018,123.05,0.12,No Data,No Data,-,136,92,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,May-2018,99.07,0.13,No Data,No Data,-,62,576,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Jun-2018,5.98,0.14,No Data,No Data,66,11,143,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,66
sool/taleex,Jul-2018,0.28,0.12,No Data,No Data,13,50,63,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,13
sool/taleex,Aug-2018,0.01,0.11,No Data,No Data,28,115,27,1,12,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,28
sool/taleex,Sep-2018,48.67,0.11,No Data,No Data,-,59,21,-,1,3,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Oct-2018,58.49,0.13,No Data,No Data,-,178,28,6,79,29,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Nov-2018,0,0.14,No Data,No Data,-,236,34,3,-,42,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Dec-2018,1.16,0.13,No Data,No Data,-,893,-,-,2,14,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Jan-2019,0.33,0.12,No Data,No Data,-,161,-,-,2,3,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Feb-2019,0,0.12,No Data,No Data,597,685,-,1,-,1,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Mar-2019,0.02,0.11,No Data,No Data,-,672,25,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Apr-2019,3.74,0.12,No Data,No Data,-,208,15,-,-,2,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,May-2019,36.68,0.14,No Data,No Data,-,59,698,2,5,7,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/taleex,Jun-2019,8.35,0.18,No Data,No Data,34,17,28,1,1,2,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,39
sool/taleex,Jul-2019,4.05,0.18,No Data,No Data,94,125,25,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,94
sool/taleex,Aug-2019,2.62,0.15,No Data,No Data,-,57,4,-,1,2,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9.32050135,48.5702271480192,0
sool/xudun,Jan-2016,0.01,0.13,100000,No Data,-,-,-,1,-,-,No Data,-,20000,1075000,100000,5,54,16750,No Data,9.15477,47.478248,0
sool/xudun,Feb-2016,0.23,0.13,90000,No Data,-,-,0,-,-,-,No Data,-,20000,960000,112000,6,48,17000,No Data,9.15477,47.478248,0
sool/xudun,Mar-2016,0,0.13,100000,No Data,-,-,27,1,-,-,No Data,-,20000,1137500,100000,5,57,16500,No Data,9.15477,47.478248,0
sool/xudun,Apr-2016,23.07,0.13,115000,No Data,-,-,27,-,-,-,No Data,-,20000,1183750,125000,7,59,16000,No Data,9.15477,47.478248,0
sool/xudun,May-2016,34.89,0.15,80000,No Data,-,-,-,-,-,-,No Data,-,20000,1020000,130000,7,51,16000,No Data,9.15477,47.478248,0
sool/xudun,Jun-2016,3.98,0.16,40000,No Data,-,-,-,1,1,-,No Data,-,14950,955000,130000,9,64,16000,No Data,9.15477,47.478248,0
sool/xudun,Jul-2016,0,0.12,55000,No Data,2,-,24,-,-,-,No Data,-,19000,880000,130000,7,46,16000,No Data,9.15477,47.478248,0
sool/xudun,Aug-2016,0,0.12,66250,No Data,4,-,13,1,-,-,No Data,-,20000,950000,130000,7,48,16000,No Data,9.15477,47.478248,0
sool/xudun,Sep-2016,1.82,0.13,-,No Data,4,-,17,-,-,-,No Data,-,-,-,-,-,-,-,No Data,9.15477,47.478248,7
sool/xudun,Oct-2016,10.2,0.13,-,No Data,-,-,31,4,1,-,No Data,-,-,-,-,-,-,-,No Data,9.15477,47.478248,0
sool/xudun,Nov-2016,0.03,0.13,-,No Data,-,105,15,-,-,-,No Data,-,-,-,-,-,-,-,No Data,9.15477,47.478248,0
sool/xudun,Dec-2016,0,0.12,185000,No Data,-,59,20,7,-,-,No Data,14500,20000,1150000,-,-,58,16000,No Data,9.15477,47.478248,0
sool/xudun,Jan-2017,0,0.12,185000,No Data,-,24,29,-,-,-,No Data,-,19000,775000,-,-,41,16000,No Data,9.15477,47.478248,0
sool/xudun,Feb-2017,0,0.12,225000,No Data,-,113,49,4,-,-,No Data,-,19000,937500,-,-,49,16000,No Data,9.15477,47.478248,0
sool/xudun,Mar-2017,0.12,0.12,-,No Data,15169,16237,66,-,-,-,No Data,-,-,1062500,-,-,-,15000,No Data,9.15477,47.478248,15169
sool/xudun,Apr-2017,20.22,0.12,-,No Data,15369,17001,24,-,-,-,No Data,-,-,1050000,125000,-,-,15000,No Data,9.15477,47.478248,200
sool/xudun,May-2017,37.25,0.13,-,No Data,-,2590,201,7,-,-,No Data,-,-,1187500,125000,-,-,15500,No Data,9.15477,47.478248,0
