place,date,climate/rainfall,climate/vegetation_cover_(ndvi),climate/price_of_water,climate/river_levels/floods,population_movement/displacement_(arrivals),population_movement/displacement_(departures),nutrition/new_admissions_(gam),health/measles_cases,health/awd/cholera_cases,health/malaria_cases,health/awd/cholera_deaths,market/maize_prices,market/sorghum_prices,market/local_goat_prices,market/wage_labor,market/tot_(wage_to_cereals),market/tot_(goat_to_cereals),market/red_rice_prices,market/cost_of_minimum_basket_(cmb),lat,lon,monthly_arrivals
mudug/xarardheere,Oct-2016,18.56,0.15,16000,No Data,-,12,404,-,-,-,No Data,13000,-,750000,40000,2,42,18000,2045500,4.7168665,47.9357704866147,0
mudug/xarardheere,Nov-2016,0.23,0.2,16000,No Data,-,8,46,-,-,-,No Data,13750,-,750000,47500,3,40,18750,2293725,4.7168665,47.9357704866147,0
mudug/xarardheere,Dec-2016,0,0.21,16000,No Data,-,516,-,-,-,-,No Data,15000,13000,600000,50000,3,35,17000,2293500,4.7168665,47.9357704866147,0
mudug/xarardheere,Jan-2017,0,0.2,16000,No Data,-,215,81,-,-,-,No Data,15000,13000,600000,50000,3,35,17000,2286500,4.7168665,47.9357704866147,0
mudug/xarardheere,Feb-2017,0,0.16,16000,No Data,-,4933,519,-,-,-,No Data,15750,15000,700000,50000,3,41,17000,2511250,4.7168665,47.9357704866147,0
mudug/xarardheere,Mar-2017,0,0.15,11000,No Data,611,4667,674,-,-,-,No Data,14000,12000,762500,50000,3,45,17000,2173000,4.7168665,47.9357704866147,611
mudug/xarardheere,Apr-2017,17.93,0.16,16000,No Data,963,1140,1175,-,-,-,No Data,16000,-,750000,50000,3,44,17000,2266500,4.7168665,47.9357704866147,352
mudug/xarardheere,May-2017,21.43,0.17,2000,No Data,-,14,2200,-,-,-,No Data,15000,-,800000,60000,4,47,17000,2285700,4.7168665,47.9357704866147,0
mudug/xarardheere,Jun-2017,2.3,0.17,10000,No Data,240,-,872,-,-,-,No Data,14000,-,750000,50000,3,42,18000,2084000,4.7168665,47.9357704866147,240
mudug/xarardheere,Jul-2017,6.89,0.13,10000,No Data,-,71,994,3,-,-,No Data,14000,-,550000,50000,3,34,16000,2040250,4.7168665,47.9357704866147,0
mudug/xarardheere,Aug-2017,0.78,0.14,10000,No Data,210,707,1075,-,-,-,No Data,14000,-,550000,50000,3,34,16000,2040250,4.7168665,47.9357704866147,210
mudug/xarardheere,Sep-2017,4.17,0.14,15000,No Data,-,-,1091,-,-,-,No Data,14000,11000,700000,50000,3,44,16000,2103375,4.7168665,47.9357704866147,0
mudug/xarardheere,Oct-2017,30.8,0.15,10000,No Data,102,268,1142,-,-,-,No Data,14000,-,700000,50000,3,41,17000,2113000,4.7168665,47.9357704866147,102
mudug/xarardheere,Nov-2017,68.08,0.2,12000,No Data,11,75,801,-,-,-,No Data,13000,-,750000,50000,3,44,17000,1818500,4.7168665,47.9357704866147,11
mudug/xarardheere,Dec-2017,0,0.24,12000,No Data,-,-,230,-,-,-,No Data,13000,-,750000,50000,3,44,17000,1818500,4.7168665,47.9357704866147,0
mudug/xarardheere,Jan-2018,0,0.22,12000,No Data,-,42,802,29,-,4,No Data,13000,-,600000,50000,3,35,17000,2103500,4.7168665,47.9357704866147,0
mudug/xarardheere,Feb-2018,0,0.2,12000,No Data,-,59,218,-,-,-,No Data,12000,-,700000,60000,4,41,17000,1951000,4.7168665,47.9357704866147,0
mudug/xarardheere,Mar-2018,13.57,0.17,13000,No Data,-,69,265,-,-,-,No Data,12000,-,700000,60000,4,44,16000,1768750,4.7168665,47.9357704866147,0
mudug/xarardheere,Apr-2018,195.35,0.19,12000,No Data,-,2965,53,-,-,-,No Data,12000,8000,750000,60000,4,47,16000,1757250,4.7168665,47.9357704866147,0
mudug/xarardheere,May-2018,227.04,0.29,10000,No Data,-,5,1347,-,-,-,No Data,11000,-,850000,50000,3,50,17000,1902500,4.7168665,47.9357704866147,0
mudug/xarardheere,Jun-2018,11.55,0.26,10000,No Data,4,46,422,-,-,-,No Data,13000,-,850000,55000,3,50,17000,1920500,4.7168665,47.9357704866147,15
mudug/xarardheere,Jul-2018,25.14,0.21,10000,No Data,152,3546,52,-,-,-,No Data,13000,-,850000,52000,3,50,17000,1911250,4.7168665,47.9357704866147,152
mudug/xarardheere,Aug-2018,2.27,0.18,10000,No Data,-,2670,76,-,-,-,No Data,13000,-,850000,52000,3,50,17000,1911250,4.7168665,47.9357704866147,0
mudug/xarardheere,Sep-2018,14.36,0.18,13000,No Data,-,315,71,-,-,-,No Data,13000,-,850000,60000,4,53,16000,1958250,4.7168665,47.9357704866147,0
mudug/xarardheere,Oct-2018,25.6,0.23,12000,No Data,-,87,81,29,-,4,No Data,13000,-,850000,60000,4,50,17000,1947000,4.7168665,47.9357704866147,0
mudug/xarardheere,Nov-2018,22.67,0.28,10000,No Data,5,60,78,-,-,40,No Data,13000,9000,860000,60000,4,51,17000,1833000,4.7168665,47.9357704866147,5
mudug/xarardheere,Dec-2018,56.76,0.29,12000,No Data,6,60,526,-,-,-,No Data,13000,9000,850000,50000,3,53,16000,1869250,4.7168665,47.9357704866147,6
mudug/xarardheere,Jan-2019,8.03,0.25,10000,No Data,43,-,75,-,-,-,No Data,11000,-,850000,55000,3,50,17000,1921250,4.7168665,47.9357704866147,43
mudug/xarardheere,Feb-2019,0.02,0.21,11000,No Data,-,-,57,-,-,-,No Data,11000,-,870000,50000,3,51,17000,1928562.5,4.7168665,47.9357704866147,12
mudug/xarardheere,Mar-2019,36.74,0.19,10000,No Data,-,30,47,-,-,-,No Data,13000,12000,860000,50000,3,51,17000,2129000,4.7168665,47.9357704866147,0
mudug/xarardheere,Apr-2019,8.93,0.2,8000,No Data,-,20,19,-,-,-,No Data,13000,-,857500,50000,3,50,17000,2017500,4.7168665,47.9357704866147,0
mudug/xarardheere,May-2019,113.13,0.26,8000,No Data,-,1116,128,-,-,-,No Data,14000,-,1050000,52000,3,62,17000,2004500,4.7168665,47.9357704866147,0
mudug/xarardheere,Jun-2019,8.08,0.26,8000,No Data,-,1001,20,-,-,-,No Data,13000,-,920000,52000,3,54,17000,1999500,4.7168665,47.9357704866147,0
mudug/xarardheere,Jul-2019,23.38,0.2,9000,No Data,-,-,-,-,-,-,No Data,13000,11000,870000,60000,4,51,17000,2016000,4.7168665,47.9357704866147,0
mudug/xarardheere,Aug-2019,12.67,0.17,14000,No Data,-,-,-,-,-,-,No Data,14000,11000,850000,50000,3,50,17000,2063500,4.7168665,47.9357704866147,0
galgaduud/dhuusamarreeb,Jan-2016,0,0.22,25000,No Data,12,-,570,-,-,81,-,16000,14000,675000,100000,5,36,19000,3358750,5.3840661,46.7216174410364,138
galgaduud/dhuusamarreeb,Feb-2016,0,0.19,25000,No Data,4,8,257,7,-,101,-,16000,17200,620000,100000,6,34,18000,3660500,5.3840661,46.7216174410364,250
galgaduud/dhuusamarreeb,Mar-2016,0,0.18,25000,No Data,2,16,119,15,-,25,-,16000,17000,725000,100000,6,40,18000,3675500,5.3840661,46.7216174410364,0
galgaduud/dhuusamarreeb,Apr-2016,21.88,0.19,25000,No Data,-,-,119,14,-,32,-,16000,17000,850000,100000,6,47,18000,3664250,5.3840661,46.7216174410364,0
galgaduud/dhuusamarreeb,May-2016,36.8,0.25,25000,No Data,36,4,-,11,-,116,-,16000,17000,850000,100000,6,47,18000,3624250,5.3840661,46.7216174410364,197
galgaduud/dhuusamarreeb,Jun-2016,0,0.26,25000,No Data,16,-,263,-,-,170,-,16000,17000,885000,100000,6,49,18000,3687250,5.3840661,46.7216174410364,35
galgaduud/dhuusamarreeb,Jul-2016,0.35,0.19,25000,No Data,4,-,213,-,-,79,-,17000,18000,825000,100000,5,41,20000,3931750,5.3840661,46.7216174410364,900
galgaduud/dhuusamarreeb,Aug-2016,0.17,0.19,25000,No Data,8,-,232,4,-,134,-,17000,18000,830000,100000,5,42,20000,3905750,5.3840661,46.7216174410364,330
galgaduud/dhuusamarreeb,Sep-2016,4.08,0.18,25000,No Data,-,-,295,7,-,121,-,18000,16000,900000,100000,5,47,19000,3761875,5.3840661,46.7216174410364,0
galgaduud/dhuusamarreeb,Oct-2016,16.14,0.18,25000,No Data,-,4,584,-,-,-,-,18000,16000,910000,100000,5,47,19200,3766750,5.3840661,46.7216174410364,0
galgaduud/dhuusamarreeb,Nov-2016,0,0.21,25000,No Data,-,8481,135,104,-,-,-,18000,16750,880000,100000,5,46,19000,4011737.5,5.3840661,46.7216174410364,0
galgaduud/dhuusamarreeb,Dec-2016,0.03,0.21,25000,No Data,-,45,547,6,-,121,-,18000,16750,600000,100000,5,32,19000,3952737.5,5.3840661,46.7216174410364,0
galgaduud/dhuusamarreeb,Jan-2017,0,0.21,25000,No Data,33,26,294,-,-,97,-,18000,-,600000,100000,5,32,19000,4212062.5,5.3840661,46.7216174410364,33
galgaduud/dhuusamarreeb,Feb-2017,0,0.18,25000,No Data,10165,2228,930,4,-,90,-,18000,17000,700000,100000,5,35,20000,4276687.5,5.3840661,46.7216174410364,8767
galgaduud/dhuusamarreeb,Mar-2017,0,0.18,27500,No Data,5394,254,4607,7,-,102,-,18000,17000,825000,100000,5,40,20500,4227000,5.3840661,46.7216174410364,5394
galgaduud/dhuusamarreeb,Apr-2017,13.65,0.19,28750,No Data,982,-,1807,18,229,107,1,18000,17000,875000,100000,5,44,20000,4242250,5.3840661,46.7216174410364,982
galgaduud/dhuusamarreeb,May-2017,21.81,0.2,15000,No Data,155,155,1443,26,467,137,2,18000,17000,1000000,100000,5,45,22000,4035500,5.3840661,46.7216174410364,155
galgaduud/dhuusamarreeb,Jun-2017,2.67,0.21,7000,No Data,-,119,1475,20,81,111,-,18000,17000,1000000,100000,5,45,22000,4003500,5.3840661,46.7216174410364,3267
galgaduud/dhuusamarreeb,Jul-2017,2.3,0.17,7000,No Data,3900,285,1491,28,250,133,1,16000,15000,700000,100000,5,32,22000,3713500,5.3840661,46.7216174410364,3900
galgaduud/dhuusamarreeb,Aug-2017,34.51,0.17,9000,No Data,117,23,1310,-,24,50,-,16000,15000,700000,100000,5,32,22000,3777750,5.3840661,46.7216174410364,117
galgaduud/dhuusamarreeb,Sep-2017,17.95,0.18,9000,No Data,570,570,1272,4,1,86,-,20000,20000,700000,100000,5,35,20000,4243750,5.3840661,46.7216174410364,570
galgaduud/dhuusamarreeb,Oct-2017,58.52,0.19,10000,No Data,1150,1030,677,2,-,45,-,20000,20000,725000,100000,5,36,20000,4384500,5.3840661,46.7216174410364,1150
galgaduud/dhuusamarreeb,Nov-2017,43,0.23,6000,No Data,666,262,1357,7,-,-,-,20000,20000,1000000,100000,5,50,20000,4328500,5.3840661,46.7216174410364,372
galgaduud/dhuusamarreeb,Dec-2017,0,0.27,15000,No Data,-,5,1119,-,-,11,-,12000,12000,800000,100000,5,40,20000,3573500,5.3840661,46.7216174410364,0
galgaduud/dhuusamarreeb,Jan-2018,0.03,0.21,15000,No Data,-,27,1368,13,-,16,-,20000,18000,825000,150000,8,41,20000,4124500,5.3840661,46.7216174410364,0
galgaduud/dhuusamarreeb,Feb-2018,0,0.19,15000,No Data,20,13,728,85,-,27,-,20000,18000,825000,150000,8,41,20000,3804500,5.3840661,46.7216174410364,20
galgaduud/dhuusamarreeb,Mar-2018,2.12,0.19,15000,No Data,32,226,1303,67,-,26,-,20000,18000,980000,150000,8,49,20000,3804500,5.3840661,46.7216174410364,25
galgaduud/dhuusamarreeb,Apr-2018,189.14,0.2,15000,No Data,597,236,434,11,-,11,-,16000,16000,1100000,150000,8,55,20000,3565750,5.3840661,46.7216174410364,597
galgaduud/dhuusamarreeb,May-2018,164.8,0.3,10000,No Data,301,6,467,-,9,25,-,16000,16000,1100000,150000,8,55,20000,3720750,5.3840661,46.7216174410364,301
galgaduud/dhuusamarreeb,Jun-2018,10.33,0.26,10000,No Data,3,23,336,-,-,-,-,16000,16000,1200000,150000,8,60,20000,3675750,5.3840661,46.7216174410364,3
galgaduud/dhuusamarreeb,Jul-2018,0.31,0.21,10000,No Data,1740,1755,445,3,-,30,-,16000,16000,1200000,150000,8,60,20000,3704500,5.3840661,46.7216174410364,1740
galgaduud/dhuusamarreeb,Aug-2018,0,0.19,12000,No Data,870,922,281,4,9,4,-,16000,16000,1200000,148000,8,67,18000,3688500,5.3840661,46.7216174410364,870
galgaduud/dhuusamarreeb,Sep-2018,14.8,0.19,14000,No Data,40,7,294,15,-,35,-,16000,16000,1200000,150000,8,60,20000,3714500,5.3840661,46.7216174410364,40
galgaduud/dhuusamarreeb,Oct-2018,104.54,0.22,14000,No Data,756,741,277,182,19,255,-,16000,16000,1200000,150000,8,60,20000,3714500,5.3840661,46.7216174410364,756
galgaduud/dhuusamarreeb,Nov-2018,5.54,0.24,14750,No Data,2696,1212,307,3,-,30,-,16000,16000,1200000,150000,8,60,20000,3721250,5.3840661,46.7216174410364,2696
galgaduud/dhuusamarreeb,Dec-2018,7.07,0.22,14750,No Data,259,280,455,-,-,5,-,16000,16000,1000000,150000,8,50,20000,3689250,5.3840661,46.7216174410364,259
galgaduud/dhuusamarreeb,Jan-2019,0,0.19,17000,No Data,-,17,137,-,-,-,-,16000,16000,1000000,100000,5,50,20000,3585500,5.3840661,46.7216174410364,0
galgaduud/dhuusamarreeb,Feb-2019,0.02,0.18,17000,No Data,-,-,278,-,-,9,-,16000,16000,1000000,100000,5,50,20000,3585500,5.3840661,46.7216174410364,0
galgaduud/dhuusamarreeb,Mar-2019,12.22,0.18,20000,No Data,600,-,233,-,-,-,-,16000,16000,950000,100000,5,48,20000,3621500,5.3840661,46.7216174410364,600
galgaduud/dhuusamarreeb,Apr-2019,8.01,0.19,20000,No Data,-,5,326,-,-,-,-,16250,16000,1100000,100000,5,55,20000,3621500,5.3840661,46.7216174410364,0
galgaduud/dhuusamarreeb,May-2019,70.66,0.22,20000,No Data,2070,1500,89,-,-,35,-,16000,18000,1200000,100000,5,60,20000,3871500,5.3840661,46.7216174410364,2070
galgaduud/dhuusamarreeb,Jun-2019,7.2,0.24,20000,No Data,5454,2580,-,-,-,35,-,16000,16000,900000,100000,5,45,20000,3681500,5.3840661,46.7216174410364,5454
galgaduud/dhuusamarreeb,Jul-2019,0.5,0.19,20000,No Data,127,6,-,-,-,2,-,18000,16000,800000,150000,8,40,20000,3816000,5.3840661,46.7216174410364,127
galgaduud/dhuusamarreeb,Aug-2019,0.06,0.18,20000,No Data,55,1800,-,-,-,-,-,18000,16000,800000,150000,8,40,20000,3856000,5.3840661,46.7216174410364,0
galgaduud/cabudwaaq,Jan-2016,0,0.21,15000,No Data,-,-,447,-,-,-,-,11500,9500,1200000,90000,5,60,20000,2561687.5,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Feb-2016,0,0.19,15000,No Data,-,-,231,17,-,-,-,12000,10000,1200000,90000,5,60,20000,2546000,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Mar-2016,0,0.18,15000,No Data,-,-,82,101,-,-,-,12000,10000,1200000,100000,5,60,20000,2575187.5,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Apr-2016,20.17,0.19,15000,No Data,4,4,111,83,-,-,-,-,10000,1200000,100000,5,60,20000,2571187.5,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,May-2016,33.47,0.24,15000,No Data,-,-,432,101,-,-,-,8000,8400,1210000,90000,5,61,20000,2377250,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Jun-2016,0.44,0.25,15000,No Data,8,-,-,90,-,-,-,8000,8000,1200000,110000,6,60,20000,2400250,5.7950001,46.0191071131391,21
galgaduud/cabudwaaq,Jul-2016,0.19,0.19,15000,No Data,-,-,274,10,-,-,-,15000,16000,1125000,110000,6,56,20000,3333500,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Aug-2016,0.49,0.19,15000,No Data,-,-,331,37,-,-,-,18000,14000,1120000,110000,6,56,20000,3137450,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Sep-2016,5.06,0.18,15000,No Data,-,-,100,11,-,-,-,19500,14000,1200000,110000,6,60,20000,3131250,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Oct-2016,17.34,0.18,15000,No Data,-,4,187,-,-,-,-,19800,14800,1200000,110000,5,57,21000,3225900,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Nov-2016,0,0.2,15000,No Data,-,8944,136,100,-,-,-,-,17500,1200000,110000,5,59,20250,3598487.5,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Dec-2016,0.08,0.21,15000,No Data,8,-,323,6,-,-,-,-,17500,800000,110000,5,40,20250,3539487.5,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Jan-2017,0,0.21,15000,No Data,11,52,156,-,-,93,-,15600,-,600000,110000,6,30,20000,3835150,5.7950001,46.0191071131391,11
galgaduud/cabudwaaq,Feb-2017,0,0.18,15000,No Data,-,143,458,4,-,102,-,16000,-,800000,110000,6,40,20000,4204100,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Mar-2017,0,0.18,15000,No Data,372,610,408,1,-,98,-,16000,-,1150000,100000,5,58,20000,4302500,5.7950001,46.0191071131391,372
galgaduud/cabudwaaq,Apr-2017,17.06,0.19,17000,No Data,-,27,397,6,695,106,7,14000,-,1200000,100000,5,60,20000,4166860,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,May-2017,18.15,0.2,15000,No Data,-,8,967,-,806,121,4,14000,-,1200000,100000,5,60,20000,3695500,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Jun-2017,2.31,0.21,15000,No Data,-,-,958,8,21,84,-,-,-,1300000,100000,5,65,20000,3741750,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Jul-2017,0.79,0.18,15000,No Data,8820,13928,355,42,140,88,-,-,-,1200000,100000,5,60,20000,3581750,5.7950001,46.0191071131391,8820
galgaduud/cabudwaaq,Aug-2017,33.21,0.18,15000,No Data,-,25,918,-,10,50,-,-,-,1200000,100000,5,60,20000,3391750,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Sep-2017,7.83,0.18,15000,No Data,-,25,3582,15,-,85,-,17000,17500,1100000,100000,5,54,20500,3590937.5,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Oct-2017,67.51,0.19,15000,No Data,-,171,605,26,-,6,-,17000,17500,1200000,100000,5,57,21000,3955000,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Nov-2017,34.9,0.24,15000,No Data,250,7,932,78,-,6,-,17000,18000,1400000,100000,5,70,20000,3997500,5.7950001,46.0191071131391,250
galgaduud/cabudwaaq,Dec-2017,0,0.29,15000,No Data,-,41,537,11,-,24,-,17000,18000,1400000,100000,5,70,20000,3821500,5.7950001,46.0191071131391,2112
galgaduud/cabudwaaq,Jan-2018,0,0.21,15000,No Data,-,53,684,51,-,44,-,16250,15750,1500000,100000,5,75,20000,3682125,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Feb-2018,0,0.19,15000,No Data,120,126,1245,595,-,30,-,18000,18000,1500000,100000,5,68,22000,3565500,5.7950001,46.0191071131391,120
galgaduud/cabudwaaq,Mar-2018,1.31,0.19,15000,No Data,210,70,1937,342,-,69,-,18000,18000,1500000,100000,5,68,22000,3565500,5.7950001,46.0191071131391,210
galgaduud/cabudwaaq,Apr-2018,200.17,0.21,15000,No Data,154,505,588,-,-,37,-,19000,18000,1635000,100000,5,74,22000,3536125,5.7950001,46.0191071131391,154
galgaduud/cabudwaaq,May-2018,154.52,0.34,15000,No Data,200,495,388,-,-,67,-,18800,10000,1680000,100000,5,76,22000,2967900,5.7950001,46.0191071131391,200
galgaduud/cabudwaaq,Jun-2018,3.17,0.31,15000,No Data,-,-,250,-,-,10,-,19000,14000,1624000,100000,4,71,23000,3256500,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Jul-2018,0.01,0.23,15000,No Data,-,26,218,-,-,-,-,22400,14000,1624000,100000,4,71,23000,3286500,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Aug-2018,0,0.21,15000,No Data,8,78,-,-,-,7,-,20000,10000,1764800,100000,4,77,23000,2866500,5.7950001,46.0191071131391,8
galgaduud/cabudwaaq,Sep-2018,32.47,0.21,15000,No Data,-,4,225,-,-,-,-,22400,14000,1624000,100000,4,68,23750,3231250,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Oct-2018,92.13,0.23,15000,No Data,550,550,20,838,-,348,-,22000,15000,1624000,100000,5,74,22000,3324000,5.7950001,46.0191071131391,550
galgaduud/cabudwaaq,Nov-2018,10.44,0.25,15000,No Data,-,6,159,-,-,20,-,22100,12000,1624000,100000,5,74,22000,3039000,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Dec-2018,5.44,0.22,15000,No Data,280,292,408,-,-,-,-,22100,12000,1600000,100000,5,73,22000,3039000,5.7950001,46.0191071131391,280
galgaduud/cabudwaaq,Jan-2019,0,0.19,15000,No Data,-,151,164,-,-,-,-,22400,12000,1624000,100000,5,74,22000,3011000,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Feb-2019,0,0.19,15000,No Data,-,15,25,-,-,17,-,22400,12000,1624000,100000,5,74,22000,3011000,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,Mar-2019,17.46,0.19,15000,No Data,2700,2733,185,-,-,32,-,22400,12000,1624000,100000,5,74,22000,2961000,5.7950001,46.0191071131391,2700
galgaduud/cabudwaaq,Apr-2019,9.02,0.2,15000,No Data,-,27,-,-,-,-,-,22400,12000,1624000,100000,5,74,22000,2961000,5.7950001,46.0191071131391,0
galgaduud/cabudwaaq,May-2019,85.01,0.23,15000,No Data,28,34,36,1,-,16,-,22400,12000,1624000,100000,5,74,22000,3001000,5.7950001,46.0191071131391,28
galgaduud/cabudwaaq,Jun-2019,5.02,0.26,15000,No Data,1500,1500,81,1,-,-,-,22000,15000,1624000,100000,5,74,22000,3309750,5.7950001,46.0191071131391,1500
galgaduud/cabudwaaq,Jul-2019,0.23,0.21,15000,No Data,22,54,-,-,-,3,-,22000,22000,1400000,100000,5,64,22000,4020420,5.7950001,46.0191071131391,22
galgaduud/cabudwaaq,Aug-2019,2.52,0.19,10000,No Data,-,6,-,-,-,-,-,17000,17000,1400000,100000,5,64,22000,3565000,5.7950001,46.0191071131391,0
galgaduud/cadaado,Jan-2016,0,0.2,No Data,No Data,-,4,-,-,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,0
galgaduud/cadaado,Feb-2016,0,0.18,No Data,No Data,4,-,249,-,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,156
galgaduud/cadaado,Mar-2016,0,0.17,No Data,No Data,-,-,239,-,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,0
galgaduud/cadaado,Apr-2016,23.17,0.17,No Data,No Data,4,4,202,-,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,0
galgaduud/cadaado,May-2016,36.3,0.23,No Data,No Data,4,-,173,-,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,8
galgaduud/cadaado,Jun-2016,0.78,0.25,No Data,No Data,-,-,-,8,-,139,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,0
galgaduud/cadaado,Jul-2016,0.19,0.19,No Data,No Data,-,-,98,-,-,89,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,0
galgaduud/cadaado,Aug-2016,0.93,0.18,No Data,No Data,-,4,98,12,-,130,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,0
galgaduud/cadaado,Sep-2016,9.66,0.17,No Data,No Data,-,-,112,11,-,113,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,0
galgaduud/cadaado,Oct-2016,18.35,0.17,No Data,No Data,20,8,45,-,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,145
galgaduud/cadaado,Nov-2016,0,0.19,No Data,No Data,-,11,-,-,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,0
galgaduud/cadaado,Dec-2016,0,0.19,No Data,No Data,456,30,132,-,-,157,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,456
galgaduud/cadaado,Jan-2017,0,0.19,No Data,No Data,-,25,95,-,-,167,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,0
galgaduud/cadaado,Feb-2017,0,0.17,No Data,No Data,4589,15,343,2,-,270,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,4589
galgaduud/cadaado,Mar-2017,0,0.17,No Data,No Data,330,735,370,-,168,305,5,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,330
galgaduud/cadaado,Apr-2017,4.69,0.18,No Data,No Data,-,429,1096,-,278,284,2,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,0
galgaduud/cadaado,May-2017,23.6,0.19,No Data,No Data,-,32,2656,-,223,326,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,0
galgaduud/cadaado,Jun-2017,1.69,0.19,No Data,No Data,-,1005,1061,-,494,229,1,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,0
galgaduud/cadaado,Jul-2017,1.73,0.16,No Data,No Data,1080,3335,970,-,39,231,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,1080
galgaduud/cadaado,Aug-2017,32.73,0.16,No Data,No Data,-,530,1114,-,22,157,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,0
galgaduud/cadaado,Sep-2017,9.1,0.17,No Data,No Data,-,201,1251,4,-,138,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,0
galgaduud/cadaado,Oct-2017,37.71,0.18,No Data,No Data,-,70,1119,63,18,45,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,0
galgaduud/cadaado,Nov-2017,24.84,0.2,No Data,No Data,-,53,962,-,118,21,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,0
galgaduud/cadaado,Dec-2017,0,0.22,No Data,No Data,-,12,133,-,3,54,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,0
galgaduud/cadaado,Jan-2018,0,0.18,No Data,No Data,-,28,971,57,-,51,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,0
galgaduud/cadaado,Feb-2018,0,0.17,No Data,No Data,9,76,40,189,-,78,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,9
galgaduud/cadaado,Mar-2018,1.76,0.17,No Data,No Data,101,136,66,34,-,12,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,101
galgaduud/cadaado,Apr-2018,185.5,0.19,No Data,No Data,7731,4848,31,-,-,58,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,7731
galgaduud/cadaado,May-2018,152.53,0.25,No Data,No Data,-,30,87,9,3,74,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6.1149029,47.0689206885459,0
